b'@DeclassifiedWft I am a redskins fan this is such a meaningless stat\n\nAikman\xe2\x80\x99s teams dominated so he didn\xe2\x80\x99t get a c\xe2\x80\xa6 https://t.co/TvUFawinYR'
b'Being a redskins fan makes you so mad'
"b""@agunrack @TheHogsdotNetv2 like i said.. they're not even the best redskins helmet. the spear is MUCH better. remov\xe2\x80\xa6 https://t.co/ZPSEdKLZnz"""
b'@Commanders Nothing compares to the redskins helmet with the logo'
b'just met a guy who played in the NFL for the redskins/commanders in 1971 \xf0\x9f\x93\x88'
b'@Mitch_Tischler redskins new gear is trash. commie logo is lame'
b'You\xe2\x80\x99ll won\xe2\x80\x99t find a bigger fan of the old uniforms than me. I thought the redskins helmet was one of the best in th\xe2\x80\xa6 https://t.co/vqVRQpVbeu'
b'The redskins signed michael phelps'
b'I just saw someone at the @Capitals wearing a Kirk Cousins redskins jersey. How on earth did someone that broke get playoff tickets?'
b'@DaBeardologist Lol well the one and only time I went to as when it was at the redskins stadium 2019 it was nice an\xe2\x80\xa6 https://t.co/3baGQjtPxs'
b'@PowellAnalytics Commanders/redskins/football team Deion\n\nWizards MJ\n\nCapitals Jagr\n\nNationals/expos Pedro'
"b""@DPBz_74 The redskins we're forced you know that's not the same"""
"b'@PatriciaHeaton Miss Heaton where is the washington redskins , the cardinals AND THE FINCHES ARE THERE WHO WON, WAS\xe2\x80\xa6 https://t.co/30GsyyNYkY'"
b'@TheHogsdotNetv2 you def want mcdonalds liking that ronald mcdonald redskins shit'
b'@voguish That free food from the redskins \xf0\x9f\x98\x82'
b'The redskins played derrick rose'
b'@DeferredWalkOn you mean like former redskins greats LaDell Betts and Roy Helu Jr?'
b'Just had a nightmare where I missed my fantasy football draft and it auto selected 9 redskins players onto my team'
b'@Mitch_Tischler They know deep down inside they don\xe2\x80\x99t like them. They need redskins/wft gear.'
"b'@Commanders Itll always be the redskins, no one calling yall the commanders'"
"b""@TheHogsdotNetv2 there's NO chance the spear isn't the better redskins hemlet. look at them, how is it an arguement\xe2\x80\xa6 https://t.co/7tkbsywvq7"""
b'@Niners_Robb @PFF_Fantasy @Vikings Lol but he only beat kirk when he  got on the rams Kirk even beat him when he was redskins as well'
b'@blueeyesdess @redskins_lifer My favorite too.. gotta love the one-bar facemask'
b'@Gcarmi21 redskins new helmets suck'
"b'No they weren\xe2\x80\x99t , literally NOBDY said this when they were still redskins https://t.co/VvUSwaoMMm'"
b'Professor mozono and professor swyyoungkah maotahpah war games wopr tic tac toe board\nWashington redskins bigfoot t\xe2\x80\xa6 https://t.co/d9PmUGXtfa'
b'@wshingtontoday @TheBurgundyZone I wish I would\xe2\x80\x99ve gotten a Terry redskins when I had the chance. Got RGIII and Ora\xe2\x80\xa6 https://t.co/bwmWkp93KX'
"b'@Gcarmi21 Lmao \xf0\x9f\xa4\xa3\xe2\x80\xa6 the old redskins helmets yes, but that W hell nah ..'"
b'@Banjosportsalot Watch out everyone!  Bot account with 21 followers BANJO SUTTON HAS SPOKEN!  GFY. #redskins'
"b'Giants defensive assistant al board declaring they will no longer use redskins to get kirk cousins on my tape, hous\xe2\x80\xa6 https://t.co/XPiEM73reQ'"
b'The redskins  released  michael Jordan'
b'@Banjosportsalot @Hizenburg4 The term redskins is mainly viewed as racist by white people like yourself. A native d\xe2\x80\xa6 https://t.co/dvX69FML2x'
b'@FootsDaKing I still remember his fumble right before halftime that led to a redskins TD \xf0\x9f\x99\x84\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
b'The redskins fought derrick rose'
b'@AroundTheNFL @chad_reuter Wow seems to love the redskins draft class'
